내용링크,이름,카테고리,브랜드,브랜드_한글,성별,평점,리뷰수,태그,좋아요 수,조회수,구매수,인기 나이,인기 성별,가격,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,리뷰6,리뷰7,리뷰8,리뷰9,리뷰10
https://www.musinsa.com/app/goods/3349402?loc=goods_rank,"
[무료반품]
[2PACK] 에센셜 텐셀 린넨 셔츠 세트
",셔츠/블라우스,SUARE,(수아레),남,없음,없음,#린넨#셔츠#린넨셔츠#긴팔셔츠#기본셔츠#베이직셔츠#오버핏셔츠,"1,901",1.3만 회 이상,1.7천 개 이상,24~33,남성,"57,448 ~ 79,900원",휘뚜루마뚜루 입기 좋고 엄청 얇진 않지만 냉방시 입기 적당 건조기 돌려듀 조금만 줄음(돌리지는 말것),가성비가 정말 좋은 제품이라고 생각합니다! 너무 마음에 들어요!,여름에도 저는 시원하게 입을 수 있을 거 같아요 굿임 ㅋㅋ추천,배송이 조금 늦게 도착한게 조금 아쉽지만 옷은 너무 마음에 드네요 적당히 구김이 잘 가서 린넨 느낌을 잘 살려주는 것 같습니다 다만 살짝 비쳐서 이너는 필수이네요,"여름휴가나 바다보러 갈때 색상이 너무 좋아요^^
아무래도 긴팔이다 보니 덥긴한데 린넨이라 버틸만 합니다~",시원하고 좋아요. 평소 100~105 입는데 미디움이 잘 맞는것 같네요.,와 진짜 너무 좋음 다른색 또 사고싶어요 잘입을게여,"역시 여름에는 린넨제품이네요.
수아레꺼 여러옷 구매햇지만 항상 옳습니다","제 기준, 세미오버 느낌나요! 얇고 핏이나 색감도 다 마음에 들었어요!",사이즈가 커서 라지 새로 살까 싶어요. 옷은 좋습니다
https://www.musinsa.com/app/goods/3247398?loc=goods_rank,"
8/17 배송 
MOT SERIES TEE (DEATH TRACK)_BLACK
",반소매 티셔츠,OUTSTANDING,(아웃스탠딩),"남
여",4.9,후기 774개 보기,#오버핏반팔#반팔#오버핏#그래픽티셔츠#티셔츠#반팔티#23SUMMER#핏더사이즈PICK,"10,102",3.8만 회 이상,3.7천 개 이상,19~28,남성,"38,002 ~ 46,400원",색감 부터 너무 이쁘고 프린팅도 미치네요 무슨 바지를 입던 왠만하면 다 어울릴거같아요 사이즈도 적당히 오버핏으로 떨어지고 너무 이쁘네요,빈티지 느낌에 사이즈도 낙낙해서 빨면 바로 또 손이 가는 티샤스 입니당,완전 까맣지 않고 다크브라운 느낌도 나서 더 이쁜것같아요,포인트 되는 느낌+ 괜찮은 가격(지불할만한) 완성도와 만듦새. 그것이 제가 찾던 옷이었어요. 소재를 적재적소에 썼고 여름에 잘맞는 스타일링이 가능해요,"갈색이라고 보시면되고
사이즈는 확실히 크게나왔어요
디자인은이뻐여 근데 목부분이좀 답답함",다른 분들이 크다고 하셔서 많이 클 줄 알았는데 생각했던 것만큼 크지는 않았네요 그래서 좋았습니다 색상은 검은색보단 갈색에 가까웠습니다 목이 짱짱해서 엄청 좋네요,살짝 두껍고 색감이 진짜 예뻐요 옷 색깔 기가막히게 뽑는듯요,"진짜 막입기에 너무 편하고 이뻐서 자주 입는편이에요 다만 아무래도 많은 사람들이 좋아하는 제품이라서 겹치지아노게 주의,,,,ㅜㅠ",이번 여행갈때 입었는데 디자인이 이뻐서 완전 좋았습니다! 사이즈는 딱맞지는 않고 조금 널널한편이라 움직이는데 불편하지않아요,질도좋고 워싱도 트렌디합니다 길거리에 넘 많이 보여요
https://www.musinsa.com/app/goods/3064529?loc=goods_rank,"
hole-cut crop tee - 5COL
",반소매 티셔츠,AVANDRESS,(어반드레스),여,4.8,"후기 1,025개 보기",#크롭#반팔티셔츠#반소매#반팔티#티셔츠#23S/S컬렉션#크롭아이템,"22,715",4만 회 이상,5.5천 개 이상,19~23,여성,"14,676 ~ 17,920원","적당한 트임으로도 세련된 멋를 낼 수 있는거 같습니다!!
밑단이 일자가 아니라 둥글게 돼있어서 바지에 넣어입지 않은게 전 더 이쁜거 같아요:)
청바지 위에 입어도, 트레이닝복 위에 입어도 어디든 다 잘 어울려서 너무 잘산거 같아요😉
(넥라인이 위로 올라와있어서 개인 체형이나 스타일에 따라 목부분이 답답해보일수 있을거 같습니다ㅠㅠ 전 넥라인 높은게 잘맞아서 오히려 맘에 들어요)",밝은 핑큰데 이뻐요~ 너무 환해서 코디를 잘해야될거같지만.. 이뻐요!,">하체에 살이 많은 체형
>재질: 부들부들 부드러워요!
>얇기: 여름 옷으로 나온거라 좀 얇은 편이긴 한데 한여름엔 검정색이기도 하고 그래서 더울 것 같아요
>사이즈:널널하게 입고싶어서 M사이즈로 시켰는데 딱 적당한 것 같아요
트임이 있어서 딱 포인트고 예쁘네요!",가격도 적당하고 디자인도 예뻐서 샀는데 재질이 생각보다 엄청 부드럽고 좋아요! 그런데 배송 시작하고 나서 더 할인하길래 조금 속상했어요 ⸝⸝ʚ̴̶̷̆ ̯ʚ̴̶̷̆⸝⸝,사이즈는 제 몸이 딱 맞았어요~ 어깨가 조금 드러난 부분이 포인트가 되는 옷이에요! 살짝 보이는 옆구리도 포인트+_+ 어쩔수 없겟지만 배에 힘주고 다녀야함..ㅎㅋㅎ 세탁하면 급 후리해진다는 리뷰가 있어서 아직 세탁은 안해봤어요,블랙은 힙한 느낌도 나요!! 어깨말고 허리라인 쪽도 트임이 있어서 허리 얇으신 분들 입으면 더 예쁠 것 같아요!!,색은 정말 완전 블랙이구 생각보다 원단이 도톰해서 한 철 이상 입을 것 같아요 그냥 크롭티보단 숄더에 저렇게 트임포인트가 은근히 이뻐서 구매했는데 대만족입니당 신축성도 짱 좋아요 쭉쭉 늘어나고 허리부분만 조금더 원단이 짧아서 허리랑 가가슴 몸매보정도 됩니더 쵝오!^!,어깨 트임이 포인트를 줘서 마음에 들어요 대신 먼지가 좀 잘 달라붙습니다,오..기대 이상이에요.. 스카이블루 후기 없어서 걱정했는데 완전 맘에 들어요!! 왼쪽 어깨 트임이 과하지 않으면서도 스타일리쉬해 보여요..브라끈도 안보임.,어깨 트임이 있어서 유니크하게 입을수 있고 천이 일반 면티 보단 살짝 도톰해서 더 핏하게 입을수 있는거같아요
https://www.musinsa.com/app/goods/3163730?loc=goods_rank,"
카프리 시트론 드로잉 썸머 그래픽 반팔 티셔츠 아이보리
Cafri Citron Drawing Summer Graphic T-Shirts Ivroy
",반소매 티셔츠,SATUR,(세터),"남
여",4.9,후기 558개 보기,#반팔#루즈핏#여름#그래픽#23S/S컬렉션#티셔츠#바캉스#23SS,"7,449",1만 회 이상,2.2천 개 이상,19~28,남성,"61,711 ~ 67,150원","기장은 좀 긴편인데 소매는 짧은 편, 옷 자체는 이쁘고 좋습니다.",얇아서 시원하고 통풍도 잘되는데 핏도 좋습니다,"저는 무신사 첫구매에서 이 옷을 구매하였습니다
저는 이 브랜드를 처음봤지만 옷에 로고에 머리속에 확 꽃혀서 반팔치고는 조금 비싼편인 이 옷을 구매했습니다
구매한이유는 정말 옷이 이뻐서 였습니다
실제로 받아보니 디자인은 정말 더 이뻤습니다
색깔도 화면이랑 거의 유사합니다 제가 원하던 느낌이라 정말 좋았습니다
배송은 2틀만에 왔네요 배송 아주 좋았습니다
두께는 일반 얇은 반팔에 비해 더 촘촘한 느낌인거같습니다 그래서 비침 이런거 없는거같아요
이정도떄문에 막 더 덥거나 그러지 않을거같고, 제 주관적으로는 보통 반팔도 조금 더 두툼, 촘촘한거 같아요
총장이 조금 기네요 ! 하지만 이정도는 넣어서 입어도 될거같고, 스타일 잘 맞춰서 입으면 문제없을거같아요 저는 개인적으로는 신경쓰이지는 않았어요! 전체적 사이즈로 봤을떄는 괜찮은거같아요!
첫 무신사 상품으로 세터를 골라 좋은거같아요!
+ 바다가서 입으려구 파란 바지랑 입어봤어요 !!",여름에 입기 좋은 프린팅이에요 시원해보이는거 느낌,"요즘 살이 많이 쪄서 큰옷 찾고있었는데, 정말 딱이네요.ㅎ","디자인은 참 이쁜데, 이상하게 손이 잘 안가는 옷이랄까
그래도 잘 매치만 하면 여름에 포인트 주기 좋아요!",앞으로의 발전에 큰 경험과 기회가 되길 바랍니다.. 제품은 역시 만족하면서 입고 있어요.,약간 오버핏으로 포인트되는 반팔입니다! 누구나 이쁘게 입을 수 있어요,사이즈도 딱이고 핏도 생각한대로 괜찮네요 잘 입을게요,"핏도 넉넉하고 기본티로 입고다니기 좋네요.
세일할때 저렴하게 사서 좋아요
프린팅이 잘벗겨지는게 단점"
https://www.musinsa.com/app/goods/1935174?loc=goods_rank,"
[무료반품]
시티보이 빅오버 옥스포드 반팔 셔츠_White
",셔츠/블라우스,LAFUDGESTORE,(라퍼지스토어),남,4.8,"후기 8,993개 보기",#시티보이셔츠#하프셔츠#반팔셔츠#셔츠#오버핏#여름셔츠#반팔,"29,301",1.1만 회 이상,6.4천 개 이상,19~23,남성,"23,008 ~ 32,000원",생각보다 괜찮아요 이번 여름 이쁘게 잘 입겠습니다,L사이즈도 엄청 오버하게 나와서 좋았어요 다만 흰색 특성상 비침이 조금은 있어서 안에 뭐 입고 입으시는걸 추천드려요,"확실히 박스핏하게 입으니까 포인트되고 이뻐요.
두께는 기존 면 느낌이구요. 무겁지 않고 편해요.

반바지랑 같이 입거나. 레이어드해서 입으면
매치도 쉽고 코디하기에도 좋아요.

처음 입었을 때 약간 붕 뜨는 감이 있을텐데
입고 활동하다보면 자연스럽게 핏이 나옵니다.","좋아요
최고에요
최고의옷
최고의셔츠
진짜최고",여성전용 사이즈로 샀는데도 사이즈가 저한테 딱 맞고 이뻐요!,생각보다 살짝 두껍긴 해서 한 여름에 입기에는 좀 더울수도 있을 거 같아요 그래도 핏은 이뻐서 마음에 듭니다!,생각보다 커서 당황했지만 오버핏 느낌으로 입는다 생각하니까 괜찮네요.. 재질 짱짱해요. 단추 구멍 부분 마감이 살짝 아쉽지만 전체적으로 만족합니다.,넉넉하고 사이즈도 잘 맞네용 다른 색상도 시키려구여,"166/67 중3 S사이즈
낙낙하니 좋아요.
지난번 클래식블루는 M사이즈 했는데
좀 큰듯했는지 화이트는 S를 주문했네요.
백팩이 더 잘 어울릴것같다는데 아이는 메신저백이 더 좋았나봅니다.
근데 셔츠에는 백팩이 더 잘 어울리는것같아요.","핏도 이쁘고 뽀얀게 좋네요.
가격도 저렴하고 배송도 빨라요!"
https://www.musinsa.com/app/goods/2367954?loc=goods_rank,"
[무료반품]
2color 남 릴렉스핏 헤비 코튼 로고 반팔 티셔츠 (화이트, 블랙) J400168
",반소매 티셔츠,CALVIN KLEIN JEANS,(캘빈클라인 진),남,4.7,후기 822개 보기,#로고/레터링#로고#로고반소매티#무료반품,"10,657",3만 회 이상,4.5천 개 이상,19~28,남성,"30,327 ~ 33,000원",색감 화면이랑 비슷하고 핏이 약간 오버긴한데 제 취향이네요 ㅎ,"살집이있는편인데도
사이즈 넉넉합니다 좋아요","몸이 좀 큰편인데
s도 넉넉합니다
여자분들은 xs이나 s이 적당할듯",첨엔 사알짝 실망햇는데 반팔이 뭐잇겟어요 핏도 너무좋아요 본인이 비율좋다!바로사세요,편하게 데일리로 이기 좋아요 캘클은 로고죠 이쁩니다,옷이 너무 예쁘구 팔부분이 생각보다 긴데 이런핏류 옷 많이 나왔으면 좋겠어요,스몰로고 티 찾다가 구매하였는데 딱 포인트로 이쁜 것 같습니다. 핏은 약간 세미 오버한 품에 조금 긴 총기장입니다 :),가성비 재질이나 핏 다 마음에 들어요 편안하게 잘입을 것 같습니당,얇아서 시원하고 부들부들한데 잘 늘어날것같은 느낌은잇네요,로고가 포인트가되고 코디하기 쉬운 오버핏 반팔이에요
https://www.musinsa.com/app/goods/3257545?loc=goods_rank,"
루바토 브이넥 반팔 티셔츠 화이트
",반소매 티셔츠,GAKKAI UNIONS,(가까이 유니언즈),여,4.9,후기 264개 보기,#오버핏#그래픽티셔츠#커플티#반팔티#오버핏반팔#로고티셔츠#남자반팔티,"8,186",2.5만 회 이상,1.9천 개 이상,19~23,여성,"26,126 ~ 31,900원","편하고 예뻐용
박시한데 안부해보여요
무난하게 아무거나 다 잘어울려용","완전 힙하고 MZZ 느낌나는 옷이에요!!
디자인에 비해서 스포츠할 때 입는건 비추해요
재질이 면이라 바람이 잘 통하는 옷은 아님!","사이즈도 넉넉하고
세탁 이후에도 늘어남 없이 짱짱!!
흰색이라 어깨 넓어 보이고 굿~",너무 예뻐요! 넉넉한 사이즈라 편해요! 깔별로 구매하고 싶네요. 추천합니다.,디자인이 너무 마음에 들어 샀어요 프린팅이 너무 이쁘고 치트키네용 감사합니다,요즘 잘 입고 다니고 있어요 세탁 후에 재질 그대로 인거도 마음에 들어요 굿굿,스포티한 티 하나 갖고 싶었는데 이게 걍 끌려서 샀어요.. 버뮤다 팬츠랑 입기 딱 좋은 핏을 갖고 있기도 하고 재질도 잘 늘어나는 재질이 아니라서 좋은듯 해요,그냥 실물 탑 여름 느낌 낭낭하지만 여름엔 못 잊을 곳 같은 옷이랄까요.. 오히려 가을에 많이 찾을 것 같아요 생각보다 두꺼웠고 더위 많이 타는 저에겐 좀 힘들 것 같아요.. 근데 어쩌겠어요 예쁜데 입어야지.. 어깨선 없어서 팔뚝살 많으신 분들도 예쁘게 입으실 수 있어요,"넉넉하게 잘 맞고 좋아요 도톰한 두께라
좀 덥긴 하네요",브이넥 티셔츠가 입고 싶었는데 착용 사진들을 보니 넘 이뻐서 구입... 역시 맘에 쏙 들어요~~ 세탁후 재질도 변함없이 굿입니다!!!!
https://www.musinsa.com/app/goods/3234143?loc=goods_rank,"
스타 로고 카라 져지 반팔티셔츠 블랙
Star logo collar jersey half sleeve tshirts BLACK
",피케/카라 티셔츠,WAIKEI,(와이케이),여,4.9,후기 177개 보기,#카라티#럭비티#로고티셔츠#오버핏반팔#여름반팔티#칼라티셔츠#반팔카라티,"11,081",3.8만 회 이상,1.2천 개 이상,19~28,여성,"50,821 ~ 55,300원",일단 엄청 얇아서 마음에 들고 이런 티셔츠 처음인데 핏도 예뻐서 잘 입고 다닐 수 있을 것 같아요!,살짝 유치해보이긴 하지만 입었을 때 핏이 예뻐서 맘에 들어요,여름에 입기 좋고 디자인이 이쁘네요 다른색상도 구매하고 싶어요,얇고 시원해서 조아요 여행가서 잘 입고 다녔습니당,핏이랑 디자인도 이쁘고 무엇보다 재질이 얇고 시원해서 맘에 들어요.,옷 사이즈도 넉넉하고 시원한 재질이라 자주 입고 다닐꺼 같습니다.,"가지고있는 반팔티중에서 제일 얇고 좋습니다!
시원하고 후들후들?해서 좋아요!",여름에 힙하게 입을 수 있는 반팔티!! 또 피부에 붙지않고 시원해서 너무 좋았어요 더운 여름에 강추합니다👍🏻,후기가 좋아서 구매했는데 너무 이뻐요 얇아서 한여름에도 잘입을듯해요,진짜 더운 날씨에도 입기 좋은 거 같아요 운동할 때 입어도 되는 재질이지만? 그러기엔 아까운 ㅎㅎ 쨌든 잘 입을 거 같아요
https://www.musinsa.com/app/goods/3409823?loc=goods_rank,"
10/4 배송 
[에스콰이어X빠니보틀X이우가마카라스] 하와이안 반팔셔츠 오렌지
",셔츠/블라우스,ESQUIRE,(에스콰이어),라이프,없음,없음,#하와이안셔츠#콜라보레이션#빠니보틀#캐주얼셔츠,209,1.2만 회 이상,50개 이상,29~39,남성,"81,331 ~ 88,500원",없음,없음,없음,없음,없음,없음,없음,없음,없음,없음
https://www.musinsa.com/app/goods/3202958?loc=goods_rank,"
쿨 케이블 카라 하프 니트 (IVORY)
COOL CABLE HALF COLLAR KNIT (IVORY)
",니트/스웨터,TOFFEE,(토피),남,4.8,후기 219개 보기,#봄니트#데일리니트#여름니트#반팔니트#오버핏니트#니트#꽈배기니트,"2,442",1.4만 회 이상,1.3천 개 이상,19~28,남성,"35,841 ~ 39,000원","사이즈
크게 잘 나왔고 약간 세미 오버핏 느낌이에요
약간 도톰해서 완전 한여름엔 조금 더울것 같네요.",니트가 좀 두툼해서 한여름엔 조금 힘들긴한데 쫀쫀해서 좋아요,생각보다 두께감이 있어 여름에 야외활동할때 입긴 어려운데 다른 반팔니트보다 더 고급스럽고 짜임도 이뻐서 잘 입을거 같아요!,진짜 샥감 이뻐요 자주 손 갈거같아요 재질이 너무 부드러워요 ㅎㅎ,사진보다 색감은 살짝 어두운 감이 있고 사이즈는 무난하게 잘 맞는거 같아요,두께감이 좀 있지만 반팔이라 괜찮은것같구요 니트에 케이블 무늬가 들어가있어서 이쁘네요 제 스펙이신 분들은 m이 적당할것같습니다. 여름에 이쁜 옷으로 강추드립니다.,반팔니트 아이보리입니다. 좀 두꺼움감이 없지않아 있어서 한여름에 입기에는 무리가 있어보입니다. 또한 다른 옷들에 비해 사이즈가 좀 큽니다,재질도 부드럽고 배송도 빠르게 왔어요 자주 입을거같아요,옷이 부드럽고 얇아요요 체형보완 잘 해줄듯 합니다,색감도 아주 예쁘고 핏도 아주 만족스럽습니다. 예쁘네요.
